step,excess_risk,trial,theta,lr,a,b,dimension,q_eff_pred
2000,0.48365532894371893,2,0.5,0.01,1.5,1.4,2048,0.25
4000,0.35175595703472157,2,0.5,0.01,1.5,1.4,2048,0.25
8000,0.24954349020512745,2,0.5,0.01,1.5,1.4,2048,0.25
250,0.727945889605515,2,0.5,0.03,1.5,1.4,2048,0.25
500,0.5461598052394692,2,0.5,0.03,1.5,1.4,2048,0.25
1000,0.4000355535936144,2,0.5,0.03,1.5,1.4,2048,0.25
2000,0.2866623362828023,2,0.5,0.03,1.5,1.4,2048,0.25
4000,0.20052483322051673,2,0.5,0.03,1.5,1.4,2048,0.25
8000,0.13332437308139836,2,0.5,0.03,1.5,1.4,2048,0.25
250,2.391646787616475,2,0.75,0.001,1.5,1.4,2048,0.375
500,2.0174309853064627,2,0.75,0.001,1.5,1.4,2048,0.375
1000,1.5458209121347963,2,0.75,0.001,1.5,1.4,2048,0.375
2000,1.1164144641384093,2,0.75,0.001,1.5,1.4,2048,0.375
4000,0.7936760659685083,2,0.75,0.001,1.5,1.4,2048,0.375
8000,0.5611474816419313,2,0.75,0.001,1.5,1.4,2048,0.375
250,1.7260124450287344,2,0.75,0.003,1.5,1.4,2048,0.375
500,1.2713230213039572,2,0.75,0.003,1.5,1.4,2048,0.375
1000,0.9186217968591757,2,0.75,0.003,1.5,1.4,2048,0.375
2000,0.6521490451940225,2,0.75,0.003,1.5,1.4,2048,0.375
4000,0.45375049519814237,2,0.75,0.003,1.5,1.4,2048,0.375
8000,0.30697895449724044,2,0.75,0.003,1.5,1.4,2048,0.375
250,1.3996186250489995,2,0.75,0.005,1.5,1.4,2048,0.375
500,1.008660599000115,2,0.75,0.005,1.5,1.4,2048,0.375
1000,0.7247455675664214,2,0.75,0.005,1.5,1.4,2048,0.375
2000,0.5025486101404137,2,0.75,0.005,1.5,1.4,2048,0.375
4000,0.34420830951639403,2,0.75,0.005,1.5,1.4,2048,0.375
8000,0.22722723853379728,2,0.75,0.005,1.5,1.4,2048,0.375
250,1.0054176297808328,2,0.75,0.01,1.5,1.4,2048,0.375
500,0.7117526564252952,2,0.75,0.01,1.5,1.4,2048,0.375
1000,0.4979591350299678,2,0.75,0.01,1.5,1.4,2048,0.375
2000,0.3427829251134492,2,0.75,0.01,1.5,1.4,2048,0.375
4000,0.22618359697767976,2,0.75,0.01,1.5,1.4,2048,0.375
8000,0.1409927225965532,2,0.75,0.01,1.5,1.4,2048,0.375
250,0.5873202013278601,2,0.75,0.03,1.5,1.4,2048,0.375
500,0.40365609159683025,2,0.75,0.03,1.5,1.4,2048,0.375
1000,0.2715804519327225,2,0.75,0.03,1.5,1.4,2048,0.375
2000,0.17395107723973807,2,0.75,0.03,1.5,1.4,2048,0.375
4000,0.10288250413575542,2,0.75,0.03,1.5,1.4,2048,0.375
8000,0.053558056259407835,2,0.75,0.03,1.5,1.4,2048,0.375
250,2.355984516687001,2,1.0,0.001,1.5,1.4,2048,0.5
500,1.9183846251193575,2,1.0,0.001,1.5,1.4,2048,0.5
1000,1.4064843921862356,2,1.0,0.001,1.5,1.4,2048,0.5
2000,0.9421857335961323,2,1.0,0.001,1.5,1.4,2048,0.5
4000,0.6136936904037571,2,1.0,0.001,1.5,1.4,2048,0.5
8000,0.38871404087322936,2,1.0,0.001,1.5,1.4,2048,0.5
250,1.6178157719421467,2,1.0,0.003,1.5,1.4,2048,0.5
500,1.108448012078436,2,1.0,0.003,1.5,1.4,2048,0.5
1000,0.7322373958551324,2,1.0,0.003,1.5,1.4,2048,0.5
2000,0.47041530355528216,2,1.0,0.003,1.5,1.4,2048,0.5
4000,0.2930552631330152,2,1.0,0.003,1.5,1.4,2048,0.5
8000,0.17005612104689277,2,1.0,0.003,1.5,1.4,2048,0.5
250,1.2511319750464185,2,1.0,0.005,1.5,1.4,2048,0.5
500,0.8161398952343665,2,1.0,0.005,1.5,1.4,2048,0.5
1000,0.5315260957040236,2,1.0,0.005,1.5,1.4,2048,0.5
2000,0.33413000047438335,2,1.0,0.005,1.5,1.4,2048,0.5
4000,0.19861004522932735,2,1.0,0.005,1.5,1.4,2048,0.5
8000,0.10655843760641844,2,1.0,0.005,1.5,1.4,2048,0.5
250,0.8244760701688423,2,1.0,0.01,1.5,1.4,2048,0.5
500,0.5357013709395608,2,1.0,0.01,1.5,1.4,2048,0.5
1000,0.3381126954451659,2,1.0,0.01,1.5,1.4,2048,0.5
2000,0.1991802543956115,2,1.0,0.01,1.5,1.4,2048,0.5
4000,0.10722181446982731,2,1.0,0.01,1.5,1.4,2048,0.5
8000,0.04883741520065145,2,1.0,0.01,1.5,1.4,2048,0.5
250,0.4230484658584658,2,1.0,0.03,1.5,1.4,2048,0.5
500,0.2561317523708528,2,1.0,0.03,1.5,1.4,2048,0.5
1000,0.1438406517706748,2,1.0,0.03,1.5,1.4,2048,0.5
2000,0.07180438326239512,2,1.0,0.03,1.5,1.4,2048,0.5
4000,0.02836970692717168,2,1.0,0.03,1.5,1.4,2048,0.5
8000,0.007441031505848793,2,1.0,0.03,1.5,1.4,2048,0.5
250,2.5066424869190933,3,0.0,0.001,1.5,1.4,2048,0.0
500,2.17066994501779,3,0.0,0.001,1.5,1.4,2048,0.0
1000,1.7860963854982417,3,0.0,0.001,1.5,1.4,2048,0.0
2000,1.4406947430154968,3,0.0,0.001,1.5,1.4,2048,0.0
4000,1.176827869184151,3,0.0,0.001,1.5,1.4,2048,0.0
8000,0.9584092934496791,3,0.0,0.001,1.5,1.4,2048,0.0
250,1.8997062432976328,3,0.0,0.003,1.5,1.4,2048,0.0
500,1.5432844468371012,3,0.0,0.003,1.5,1.4,2048,0.0
1000,1.27266208819743,3,0.0,0.003,1.5,1.4,2048,0.0
2000,1.0436638477450288,3,0.0,0.003,1.5,1.4,2048,0.0
4000,0.8467679679379133,3,0.0,0.003,1.5,1.4,2048,0.0
8000,0.685881102735197,3,0.0,0.003,1.5,1.4,2048,0.0
250,1.6643907511946323,3,0.0,0.005,1.5,1.4,2048,0.0
500,1.3639408963581392,3,0.0,0.005,1.5,1.4,2048,0.0
1000,1.1129077252063275,3,0.0,0.005,1.5,1.4,2048,0.0
2000,0.8974899048456191,3,0.0,0.005,1.5,1.4,2048,0.0
4000,0.7253242198789494,3,0.0,0.005,1.5,1.4,2048,0.0
8000,0.5831651985676876,3,0.0,0.005,1.5,1.4,2048,0.0
250,1.3668435709794975,3,0.0,0.01,1.5,1.4,2048,0.0
500,1.1104552084808617,3,0.0,0.01,1.5,1.4,2048,0.0
1000,0.9036773948957758,3,0.0,0.01,1.5,1.4,2048,0.0
2000,0.7259572395524839,3,0.0,0.01,1.5,1.4,2048,0.0
4000,0.5854625233669033,3,0.0,0.01,1.5,1.4,2048,0.0
8000,0.4656219793577549,3,0.0,0.01,1.5,1.4,2048,0.0
250,0.9588302448174915,3,0.0,0.03,1.5,1.4,2048,0.0
500,0.7853968829965309,3,0.0,0.03,1.5,1.4,2048,0.0
1000,0.639931177995983,3,0.0,0.03,1.5,1.4,2048,0.0
2000,0.5120628387338438,3,0.0,0.03,1.5,1.4,2048,0.0
4000,0.40887761664600997,3,0.0,0.03,1.5,1.4,2048,0.0
8000,0.31859156717106496,3,0.0,0.03,1.5,1.4,2048,0.0
250,2.4888958301167143,3,0.25,0.001,1.5,1.4,2048,0.125
500,2.131236369860486,3,0.25,0.001,1.5,1.4,2048,0.125
1000,1.7148964273566705,3,0.25,0.001,1.5,1.4,2048,0.125
2000,1.3516170593591976,3,0.25,0.001,1.5,1.4,2048,0.125
4000,1.0710655784640284,3,0.25,0.001,1.5,1.4,2048,0.125
8000,0.8434771942439219,3,0.25,0.001,1.5,1.4,2048,0.125
250,1.9025385976826081,3,0.25,0.003,1.5,1.4,2048,0.125
500,1.4994947667791132,3,0.25,0.003,1.5,1.4,2048,0.125
1000,1.1705821776507306,3,0.25,0.003,1.5,1.4,2048,0.125
2000,0.9318605118040065,3,0.25,0.003,1.5,1.4,2048,0.125
4000,0.7330044952139957,3,0.25,0.003,1.5,1.4,2048,0.125
8000,0.5710540462138116,3,0.25,0.003,1.5,1.4,2048,0.125
250,1.5641427042128944,3,0.25,0.005,1.5,1.4,2048,0.125
500,1.2450772962106211,3,0.25,0.005,1.5,1.4,2048,0.125
1000,0.9842781639110452,3,0.25,0.005,1.5,1.4,2048,0.125
2000,0.7796078035683421,3,0.25,0.005,1.5,1.4,2048,0.125
4000,0.6080899164545499,3,0.25,0.005,1.5,1.4,2048,0.125
8000,0.47144080303633096,3,0.25,0.005,1.5,1.4,2048,0.125
250,1.2587909772537471,3,0.25,0.01,1.5,1.4,2048,0.125
500,0.9972276296884708,3,0.25,0.01,1.5,1.4,2048,0.125
1000,0.7824963293324465,3,0.25,0.01,1.5,1.4,2048,0.125
2000,0.6102974216430361,3,0.25,0.01,1.5,1.4,2048,0.125
4000,0.47309592107010984,3,0.25,0.01,1.5,1.4,2048,0.125
8000,0.36069137325035905,3,0.25,0.01,1.5,1.4,2048,0.125
250,0.8684100168316831,3,0.25,0.03,1.5,1.4,2048,0.125
500,0.6837810500625787,3,0.25,0.03,1.5,1.4,2048,0.125
1000,0.5274015973530236,3,0.25,0.03,1.5,1.4,2048,0.125
2000,0.4041745341718281,3,0.25,0.03,1.5,1.4,2048,0.125
4000,0.30528157654891447,3,0.25,0.03,1.5,1.4,2048,0.125
8000,0.22492983134068315,3,0.25,0.03,1.5,1.4,2048,0.125
250,2.434430545586744,3,0.5,0.001,1.5,1.4,2048,0.25
500,2.0759288515745142,3,0.5,0.001,1.5,1.4,2048,0.25
1000,1.6303150225680494,3,0.5,0.001,1.5,1.4,2048,0.25
2000,1.240708279612515,3,0.5,0.001,1.5,1.4,2048,0.25
4000,0.9411220843887567,3,0.5,0.001,1.5,1.4,2048,0.25
8000,0.7122850691659667,3,0.5,0.001,1.5,1.4,2048,0.25
250,1.802440901724349,3,0.5,0.003,1.5,1.4,2048,0.25
500,1.3802312981874267,3,0.5,0.003,1.5,1.4,2048,0.25
1000,1.0477631698420362,3,0.5,0.003,1.5,1.4,2048,0.25
2000,0.7982551958112616,3,0.5,0.003,1.5,1.4,2048,0.25
4000,0.5996670661453427,3,0.5,0.003,1.5,1.4,2048,0.25
8000,0.44406160637231584,3,0.5,0.003,1.5,1.4,2048,0.25
250,1.4776134764726327,3,0.5,0.005,1.5,1.4,2048,0.25
500,1.1248396865563697,3,0.5,0.005,1.5,1.4,2048,0.25
1000,0.8618932675942002,3,0.5,0.005,1.5,1.4,2048,0.25
2000,0.6477048308107345,3,0.5,0.005,1.5,1.4,2048,0.25
4000,0.48331774152874674,3,0.5,0.005,1.5,1.4,2048,0.25
8000,0.3513738561027852,3,0.5,0.005,1.5,1.4,2048,0.25
250,1.1624166264925868,3,0.5,0.01,1.5,1.4,2048,0.25
500,0.8682442637917636,3,0.5,0.01,1.5,1.4,2048,0.25
1000,0.6525644474315374,3,0.5,0.01,1.5,1.4,2048,0.25
2000,0.48173102251213734,3,0.5,0.01,1.5,1.4,2048,0.25
4000,0.35109953897548585,3,0.5,0.01,1.5,1.4,2048,0.25
8000,0.24886958985875854,3,0.5,0.01,1.5,1.4,2048,0.25
250,0.7289974249955187,3,0.5,0.03,1.5,1.4,2048,0.25
500,0.5516380646028489,3,0.5,0.03,1.5,1.4,2048,0.25
1000,0.4060683729962232,3,0.5,0.03,1.5,1.4,2048,0.25
2000,0.29055158216638366,3,0.5,0.03,1.5,1.4,2048,0.25
4000,0.20125826229094929,3,0.5,0.03,1.5,1.4,2048,0.25
8000,0.1325631134455153,3,0.5,0.03,1.5,1.4,2048,0.25
250,2.397837115448973,3,0.75,0.001,1.5,1.4,2048,0.375
500,2.01070518572416,3,0.75,0.001,1.5,1.4,2048,0.375
1000,1.5364089921195063,3,0.75,0.001,1.5,1.4,2048,0.375
2000,1.1117299167880406,3,0.75,0.001,1.5,1.4,2048,0.375
4000,0.7991365723195241,3,0.75,0.001,1.5,1.4,2048,0.375
8000,0.5616935479248952,3,0.75,0.001,1.5,1.4,2048,0.375
250,1.7314068724461666,3,0.75,0.003,1.5,1.4,2048,0.375
500,1.2593858325011893,3,0.75,0.003,1.5,1.4,2048,0.375
1000,0.8998496729644528,3,0.75,0.003,1.5,1.4,2048,0.375
2000,0.6426446031792281,3,0.75,0.003,1.5,1.4,2048,0.375
4000,0.4501792177345847,3,0.75,0.003,1.5,1.4,2048,0.375
8000,0.30652168110445543,3,0.75,0.003,1.5,1.4,2048,0.375
250,1.377382468309397,3,0.75,0.005,1.5,1.4,2048,0.375
500,0.9832316003235073,3,0.75,0.005,1.5,1.4,2048,0.375
1000,0.7058149839342215,3,0.75,0.005,1.5,1.4,2048,0.375
2000,0.49742036132435125,3,0.75,0.005,1.5,1.4,2048,0.375
4000,0.34220710976077484,3,0.75,0.005,1.5,1.4,2048,0.375
8000,0.2253701428389731,3,0.75,0.005,1.5,1.4,2048,0.375
250,1.0025980239746375,3,0.75,0.01,1.5,1.4,2048,0.375
500,0.7095672347013043,3,0.75,0.01,1.5,1.4,2048,0.375
1000,0.49461672610069735,3,0.75,0.01,1.5,1.4,2048,0.375
2000,0.3410167279349825,3,0.75,0.01,1.5,1.4,2048,0.375
4000,0.22690391385757075,3,0.75,0.01,1.5,1.4,2048,0.375
8000,0.1407522217753326,3,0.75,0.01,1.5,1.4,2048,0.375
250,0.5906492929698987,3,0.75,0.03,1.5,1.4,2048,0.375
500,0.4024338405472082,3,0.75,0.03,1.5,1.4,2048,0.375
1000,0.27124856280675447,3,0.75,0.03,1.5,1.4,2048,0.375
2000,0.1742695719839357,3,0.75,0.03,1.5,1.4,2048,0.375
4000,0.10253645993579351,3,0.75,0.03,1.5,1.4,2048,0.375
8000,0.05359006363792358,3,0.75,0.03,1.5,1.4,2048,0.375
250,2.353558983264047,3,1.0,0.001,1.5,1.4,2048,0.5
500,1.9265664247520193,3,1.0,0.001,1.5,1.4,2048,0.5
1000,1.4075461153369893,3,1.0,0.001,1.5,1.4,2048,0.5
2000,0.9436124423849133,3,1.0,0.001,1.5,1.4,2048,0.5
4000,0.616131532610965,3,1.0,0.001,1.5,1.4,2048,0.5
8000,0.390722539603896,3,1.0,0.001,1.5,1.4,2048,0.5
250,1.61947975622784,3,1.0,0.003,1.5,1.4,2048,0.5
500,1.1382436797645004,3,1.0,0.003,1.5,1.4,2048,0.5
1000,0.7381958794806185,3,1.0,0.003,1.5,1.4,2048,0.5
2000,0.4751273680365993,3,1.0,0.003,1.5,1.4,2048,0.5
4000,0.2909257256136344,3,1.0,0.003,1.5,1.4,2048,0.5
8000,0.16888495974409615,3,1.0,0.003,1.5,1.4,2048,0.5
250,1.2466920739941076,3,1.0,0.005,1.5,1.4,2048,0.5
500,0.8129725115455333,3,1.0,0.005,1.5,1.4,2048,0.5
1000,0.5307315060286919,3,1.0,0.005,1.5,1.4,2048,0.5
2000,0.33581885577532444,3,1.0,0.005,1.5,1.4,2048,0.5
4000,0.19795443747957028,3,1.0,0.005,1.5,1.4,2048,0.5
8000,0.10671059094921889,3,1.0,0.005,1.5,1.4,2048,0.5
250,0.8068047690793841,3,1.0,0.01,1.5,1.4,2048,0.5
500,0.5228396762485874,3,1.0,0.01,1.5,1.4,2048,0.5
1000,0.32736581329985776,3,1.0,0.01,1.5,1.4,2048,0.5
2000,0.1971201696346027,3,1.0,0.01,1.5,1.4,2048,0.5
4000,0.10809917504481817,3,1.0,0.01,1.5,1.4,2048,0.5
8000,0.049439431711790036,3,1.0,0.01,1.5,1.4,2048,0.5
250,0.4101827668348267,3,1.0,0.03,1.5,1.4,2048,0.5
500,0.24605255593582662,3,1.0,0.03,1.5,1.4,2048,0.5
1000,0.14216626197508014,3,1.0,0.03,1.5,1.4,2048,0.5
2000,0.07103803950341075,3,1.0,0.03,1.5,1.4,2048,0.5
4000,0.028231755749507263,3,1.0,0.03,1.5,1.4,2048,0.5
8000,0.007312784894324352,3,1.0,0.03,1.5,1.4,2048,0.5
250,2.482935946382316,4,0.0,0.001,1.5,1.4,2048,0.0
500,2.1420613115477063,4,0.0,0.001,1.5,1.4,2048,0.0
1000,1.7602661743795414,4,0.0,0.001,1.5,1.4,2048,0.0
2000,1.4377772275528113,4,0.0,0.001,1.5,1.4,2048,0.0
4000,1.180179168763169,4,0.0,0.001,1.5,1.4,2048,0.0
8000,0.9603272951658649,4,0.0,0.001,1.5,1.4,2048,0.0
250,1.9090858849863586,4,0.0,0.003,1.5,1.4,2048,0.0
500,1.5676200105410214,4,0.0,0.003,1.5,1.4,2048,0.0
1000,1.28990958363968,4,0.0,0.003,1.5,1.4,2048,0.0
2000,1.0497651572947333,4,0.0,0.003,1.5,1.4,2048,0.0
4000,0.848163898987551,4,0.0,0.003,1.5,1.4,2048,0.0
8000,0.6857877671343994,4,0.0,0.003,1.5,1.4,2048,0.0
250,1.6745411752301618,4,0.0,0.005,1.5,1.4,2048,0.0
500,1.345570824289049,4,0.0,0.005,1.5,1.4,2048,0.0
1000,1.1050971288149498,4,0.0,0.005,1.5,1.4,2048,0.0
2000,0.897030344675453,4,0.0,0.005,1.5,1.4,2048,0.0
4000,0.7252125482119076,4,0.0,0.005,1.5,1.4,2048,0.0
8000,0.5832407032757883,4,0.0,0.005,1.5,1.4,2048,0.0
250,1.3536421884435905,4,0.0,0.01,1.5,1.4,2048,0.0
500,1.1037718869638868,4,0.0,0.01,1.5,1.4,2048,0.0
1000,0.8962279021120103,4,0.0,0.01,1.5,1.4,2048,0.0
2000,0.7308138770082533,4,0.0,0.01,1.5,1.4,2048,0.0
4000,0.5859852094281742,4,0.0,0.01,1.5,1.4,2048,0.0
8000,0.4673413512517207,4,0.0,0.01,1.5,1.4,2048,0.0
250,0.9936004022620357,4,0.0,0.03,1.5,1.4,2048,0.0
500,0.7977469781832062,4,0.0,0.03,1.5,1.4,2048,0.0
1000,0.6399596435366312,4,0.0,0.03,1.5,1.4,2048,0.0
2000,0.5093847553273797,4,0.0,0.03,1.5,1.4,2048,0.0
4000,0.4051783037672925,4,0.0,0.03,1.5,1.4,2048,0.0
8000,0.3184813219887231,4,0.0,0.03,1.5,1.4,2048,0.0
250,2.482737427072266,4,0.25,0.001,1.5,1.4,2048,0.125
500,2.1242271080974726,4,0.25,0.001,1.5,1.4,2048,0.125
1000,1.7189602890690954,4,0.25,0.001,1.5,1.4,2048,0.125
2000,1.3540758030109161,4,0.25,0.001,1.5,1.4,2048,0.125
4000,1.06856736948776,4,0.25,0.001,1.5,1.4,2048,0.125
8000,0.8436257144598138,4,0.25,0.001,1.5,1.4,2048,0.125
250,1.8828378478977528,4,0.25,0.003,1.5,1.4,2048,0.125
500,1.494236055695473,4,0.25,0.003,1.5,1.4,2048,0.125
1000,1.182074471910749,4,0.25,0.003,1.5,1.4,2048,0.125
2000,0.9337424957589573,4,0.25,0.003,1.5,1.4,2048,0.125
4000,0.7301674066755476,4,0.25,0.003,1.5,1.4,2048,0.125
8000,0.569082544129574,4,0.25,0.003,1.5,1.4,2048,0.125
250,1.5629846818453639,4,0.25,0.005,1.5,1.4,2048,0.125
500,1.2488621386392678,4,0.25,0.005,1.5,1.4,2048,0.125
1000,0.993116544753788,4,0.25,0.005,1.5,1.4,2048,0.125
2000,0.7822597132312593,4,0.25,0.005,1.5,1.4,2048,0.125
4000,0.6096108952124998,4,0.25,0.005,1.5,1.4,2048,0.125
8000,0.47196257289791993,4,0.25,0.005,1.5,1.4,2048,0.125
250,1.2471389835968625,4,0.25,0.01,1.5,1.4,2048,0.125
500,0.9959163898576457,4,0.25,0.01,1.5,1.4,2048,0.125
1000,0.7786199725672055,4,0.25,0.01,1.5,1.4,2048,0.125
2000,0.6082215255972171,4,0.25,0.01,1.5,1.4,2048,0.125
4000,0.4722058361784435,4,0.25,0.01,1.5,1.4,2048,0.125
8000,0.3591868999923804,4,0.25,0.01,1.5,1.4,2048,0.125
250,0.8620796184211759,4,0.25,0.03,1.5,1.4,2048,0.125
500,0.6702694149102493,4,0.25,0.03,1.5,1.4,2048,0.125
1000,0.5236366792239603,4,0.25,0.03,1.5,1.4,2048,0.125
2000,0.40137497432172053,4,0.25,0.03,1.5,1.4,2048,0.125
4000,0.3039117115619982,4,0.25,0.03,1.5,1.4,2048,0.125
8000,0.22388678094517467,4,0.25,0.03,1.5,1.4,2048,0.125
250,2.4238898015829475,4,0.5,0.001,1.5,1.4,2048,0.25
500,2.0824737575540926,4,0.5,0.001,1.5,1.4,2048,0.25
1000,1.6339903808284049,4,0.5,0.001,1.5,1.4,2048,0.25
2000,1.2454377251863897,4,0.5,0.001,1.5,1.4,2048,0.25
4000,0.9446858523418349,4,0.5,0.001,1.5,1.4,2048,0.25
8000,0.7130965569499869,4,0.5,0.001,1.5,1.4,2048,0.25
250,1.8197378207791441,4,0.5,0.003,1.5,1.4,2048,0.25
500,1.4020242582569657,4,0.5,0.003,1.5,1.4,2048,0.25
1000,1.0551454913577074,4,0.5,0.003,1.5,1.4,2048,0.25
2000,0.8053080851212973,4,0.5,0.003,1.5,1.4,2048,0.25
4000,0.6038681525950806,4,0.5,0.003,1.5,1.4,2048,0.25
8000,0.4468374470555988,4,0.5,0.003,1.5,1.4,2048,0.25
250,1.5106459307170101,4,0.5,0.005,1.5,1.4,2048,0.25
500,1.146130436831459,4,0.5,0.005,1.5,1.4,2048,0.25
1000,0.867577188263514,4,0.5,0.005,1.5,1.4,2048,0.25
2000,0.6531075074179058,4,0.5,0.005,1.5,1.4,2048,0.25
4000,0.4820330589761347,4,0.5,0.005,1.5,1.4,2048,0.25
8000,0.35064959987995414,4,0.5,0.005,1.5,1.4,2048,0.25
250,1.1202394618701295,4,0.5,0.01,1.5,1.4,2048,0.25
500,0.8552903186882489,4,0.5,0.01,1.5,1.4,2048,0.25
1000,0.6490565080162959,4,0.5,0.01,1.5,1.4,2048,0.25
2000,0.47957407679345676,4,0.5,0.01,1.5,1.4,2048,0.25
4000,0.35032915353415234,4,0.5,0.01,1.5,1.4,2048,0.25
8000,0.24910961685688704,4,0.5,0.01,1.5,1.4,2048,0.25
250,0.7357505612174624,4,0.5,0.03,1.5,1.4,2048,0.25
500,0.5532561260786354,4,0.5,0.03,1.5,1.4,2048,0.25
1000,0.4030937726832262,4,0.5,0.03,1.5,1.4,2048,0.25
2000,0.2889574813476106,4,0.5,0.03,1.5,1.4,2048,0.25
4000,0.2009263647924579,4,0.5,0.03,1.5,1.4,2048,0.25
8000,0.13326484278830486,4,0.5,0.03,1.5,1.4,2048,0.25
250,2.4045373093140356,4,0.75,0.001,1.5,1.4,2048,0.375
500,2.0093880525895056,4,0.75,0.001,1.5,1.4,2048,0.375
1000,1.5290373310228946,4,0.75,0.001,1.5,1.4,2048,0.375
2000,1.1094711240539572,4,0.75,0.001,1.5,1.4,2048,0.375
4000,0.7933473898045558,4,0.75,0.001,1.5,1.4,2048,0.375
8000,0.5599253205574768,4,0.75,0.001,1.5,1.4,2048,0.375
250,1.7616293048966656,4,0.75,0.003,1.5,1.4,2048,0.375
500,1.2873725806551473,4,0.75,0.003,1.5,1.4,2048,0.375
1000,0.9256570155736144,4,0.75,0.003,1.5,1.4,2048,0.375
2000,0.6546948393489569,4,0.75,0.003,1.5,1.4,2048,0.375
4000,0.45520694289588315,4,0.75,0.003,1.5,1.4,2048,0.375
8000,0.3077474386009454,4,0.75,0.003,1.5,1.4,2048,0.375
250,1.381259152812835,4,0.75,0.005,1.5,1.4,2048,0.375
500,0.9933637486889655,4,0.75,0.005,1.5,1.4,2048,0.375
1000,0.7091868872713665,4,0.75,0.005,1.5,1.4,2048,0.375
2000,0.5001454953311744,4,0.75,0.005,1.5,1.4,2048,0.375
4000,0.34193303559139254,4,0.75,0.005,1.5,1.4,2048,0.375
8000,0.22514332016335692,4,0.75,0.005,1.5,1.4,2048,0.375
250,0.9946095334809341,4,0.75,0.01,1.5,1.4,2048,0.375
500,0.7084697146834067,4,0.75,0.01,1.5,1.4,2048,0.375
1000,0.49691568990132245,4,0.75,0.01,1.5,1.4,2048,0.375
2000,0.3386850771717345,4,0.75,0.01,1.5,1.4,2048,0.375
4000,0.22489758569496696,4,0.75,0.01,1.5,1.4,2048,0.375
8000,0.139952754134448,4,0.75,0.01,1.5,1.4,2048,0.375
250,0.5788061734379394,4,0.75,0.03,1.5,1.4,2048,0.375
500,0.4030508804596337,4,0.75,0.03,1.5,1.4,2048,0.375
1000,0.2703753895303763,4,0.75,0.03,1.5,1.4,2048,0.375
2000,0.17484154508469343,4,0.75,0.03,1.5,1.4,2048,0.375
4000,0.10295131022374221,4,0.75,0.03,1.5,1.4,2048,0.375
8000,0.05336519664916871,4,0.75,0.03,1.5,1.4,2048,0.375
250,2.3467665593993527,4,1.0,0.001,1.5,1.4,2048,0.5
500,1.9118123319668499,4,1.0,0.001,1.5,1.4,2048,0.5
1000,1.3980607169225483,4,1.0,0.001,1.5,1.4,2048,0.5
2000,0.9456687039844467,4,1.0,0.001,1.5,1.4,2048,0.5
4000,0.6157178705874039,4,1.0,0.001,1.5,1.4,2048,0.5
8000,0.3906481086953031,4,1.0,0.001,1.5,1.4,2048,0.5
250,1.6014796276319638,4,1.0,0.003,1.5,1.4,2048,0.5
500,1.1031122264603577,4,1.0,0.003,1.5,1.4,2048,0.5
1000,0.7330537809138603,4,1.0,0.003,1.5,1.4,2048,0.5
2000,0.47485157428689734,4,1.0,0.003,1.5,1.4,2048,0.5
4000,0.29390334948072755,4,1.0,0.003,1.5,1.4,2048,0.5
8000,0.17035370052600002,4,1.0,0.003,1.5,1.4,2048,0.5
250,1.2636247273782242,4,1.0,0.005,1.5,1.4,2048,0.5
500,0.8263912953298534,4,1.0,0.005,1.5,1.4,2048,0.5
1000,0.5294178840460563,4,1.0,0.005,1.5,1.4,2048,0.5
2000,0.3304766067492292,4,1.0,0.005,1.5,1.4,2048,0.5
4000,0.19694678141091476,4,1.0,0.005,1.5,1.4,2048,0.5
8000,0.10706104988259404,4,1.0,0.005,1.5,1.4,2048,0.5
250,0.824634814810759,4,1.0,0.01,1.5,1.4,2048,0.5
500,0.5375432426324499,4,1.0,0.01,1.5,1.4,2048,0.5
1000,0.3401794007233068,4,1.0,0.01,1.5,1.4,2048,0.5
2000,0.2002022311252303,4,1.0,0.01,1.5,1.4,2048,0.5
4000,0.10741025279798651,4,1.0,0.01,1.5,1.4,2048,0.5
8000,0.049136806870536204,4,1.0,0.01,1.5,1.4,2048,0.5
250,0.40568665351177924,4,1.0,0.03,1.5,1.4,2048,0.5
500,0.2511568215055894,4,1.0,0.03,1.5,1.4,2048,0.5
1000,0.14358094114922668,4,1.0,0.03,1.5,1.4,2048,0.5
2000,0.07098458854395825,4,1.0,0.03,1.5,1.4,2048,0.5
4000,0.028090423934052082,4,1.0,0.03,1.5,1.4,2048,0.5
8000,0.007413588938201326,4,1.0,0.03,1.5,1.4,2048,0.5
